vowelSAMPA,F0,F1_Hz,F2_Hz,F3_Hz,target
o,229,427,1158.333333,2890.333333,0
E~,215.6666667,825.6666667,1333,2732.666667,1
e,213.3333333,416,2203.333333,2858.666667,0
3,252,711.6666667,1332,2185.666667,0
E~,273,752.6666667,1530.666667,2803.666667,1
2,243.6666667,497.6666667,1572.333333,2651,0
9,221.3333333,744.6666667,1554,2613.333333,0
u,223.6666667,251.3333333,1256.666667,2718,0
3,198.6666667,506.6666667,2382,2869,0
o,215.6666667,364.6666667,1001.333333,2689.333333,0
y,264.3333333,319.3333333,1978.666667,2544.666667,0
y,148,302.6666667,1953.666667,2562,0
3,280,720,2118.333333,3248,0
2,217.3333333,415.6666667,1829.666667,2826.666667,0
o,265.3333333,431.6666667,955,2874,0
9,241.3333333,699.3333333,1775.333333,2821,0
9,267.6666667,745.6666667,1632.333333,2624,0
o,210.6666667,408,796.6666667,2791.333333,0
2,211.3333333,362.6666667,1598,2513.333333,0
i,218,271.6666667,2050.666667,2768.666667,0
2,264.3333333,472.3333333,1621.666667,2742,0
a,242.6666667,930,1583.666667,2411.666667,0
9,216.6666667,650,1700,2744.666667,0
a,190,888.6666667,1499,2867.333333,0
a,223.3333333,897,1631.333333,2218.333333,0
O~,229.6666667,257.3333333,1198.333333,2209.666667,1
E~,199.6666667,785,1263,2715.666667,1
u,229,390,952,3074.666667,0
9,235,638,1917,2814.333333,0
a~,221.6666667,535.3333333,824.6666667,2966,1
2,244.3333333,440,1742.666667,2653.333333,0
o,241.6666667,462.3333333,1063.333333,2707,0
9,197.3333333,639.3333333,1804,2577,0
a~,204.3333333,641.3333333,833.6666667,2810,1
u,166,342.6666667,1037.666667,2690.666667,0
O~,216.6666667,375.3333333,1398.333333,3101.333333,1
a~,205.6666667,663,1095.333333,3160,1
y,228.6666667,461.3333333,1854.333333,2725.666667,0
u,188,488.3333333,1747.666667,3639.333333,0
a,212.6666667,833.3333333,1722,2186,0
e,210,333.3333333,2397.333333,2983.333333,0
E~,266.6666667,637,1063.333333,2661.333333,1
i,198.3333333,253.3333333,1763.333333,3147.666667,0
a,191.6666667,853.3333333,1542.333333,2864.333333,0
E~,226.3333333,633.6666667,1267,2704.333333,1
i,246.3333333,295.6666667,2399.666667,3786.333333,0
a,255.6666667,846,1431,2614.666667,0
y,247.3333333,279.3333333,2157,2577,0
3,230.3333333,772.6666667,2034,2793,0
o,227.3333333,390.3333333,929.3333333,2537,0
u,264.6666667,286.3333333,761.3333333,2528.666667,0
9,235,667.3333333,1740.333333,2709,0
2,248.6666667,411.6666667,1747.333333,2489.333333,0
9,229.3333333,646,1704.333333,2709.333333,0
e,248,415.6666667,2352.333333,3223.333333,0
O~,254.3333333,423.3333333,762.6666667,2339,1
i,256.3333333,315,2554.333333,3624.666667,0
E~,213.3333333,760.6666667,1737,3152.333333,1
3,208.3333333,627.3333333,2235.666667,2889.666667,0
3,237.3333333,611,2179,3011.333333,0
o,245.3333333,366.6666667,710,2437,0
y,213,343,2139,2457.333333,0
3,214,679.6666667,2095,2779.666667,0
9,249.3333333,705.3333333,1933.333333,2706,0
i,238.6666667,261.3333333,2371,3762,0
O~,221.6666667,370.6666667,1182.666667,2975,1
u,236,275.6666667,696.3333333,2402.333333,0
a~,214,424,827.6666667,2336,1
i,242.6666667,271,2377,3583.333333,0
y,229.6666667,291,2325.666667,2557.666667,0
a~,232,404,933.6666667,2439.666667,1
2,239.6666667,409.3333333,1701.666667,2788,0
a,224.3333333,882.6666667,1747,2709.333333,0
u,243,272,1212.333333,2231.666667,0
2,229.3333333,409.3333333,1715.666667,2617,0
a~,227.3333333,505.6666667,935,2716.333333,1
u,235,252.3333333,1131.666667,2457.666667,0
a~,234.3333333,494.3333333,962,2340.333333,1
a,257.6666667,838.6666667,1644.333333,2719,0
a,247,864,1487.666667,2683,0
e,247.6666667,450.3333333,2501,3189.333333,0
2,210,399.3333333,1962.666667,2784.333333,0
2,241,422,1853.666667,2841,0
9,206,684.3333333,1579,2696.333333,0
E~,252,538.6666667,1319.333333,2184.333333,1
O~,223.6666667,360.3333333,983.3333333,2175.666667,1
3,241.6666667,682,2197.333333,2834.666667,0
i,248.3333333,314.6666667,2553.666667,3984,0
O~,221.3333333,291,1041,2383.666667,1
9,206.6666667,632.6666667,1756,2677,0
a~,251,426.3333333,891.6666667,2372.666667,1
o,211.6666667,367.3333333,899.3333333,2572,0
a,247.6666667,675.6666667,1469.666667,2295,0
2,226.3333333,428,1756.333333,2694.666667,0
9,252,605.3333333,1734,2720.666667,0
3,218.3333333,741.3333333,2098.333333,2768,0
E~,234,455.3333333,1239,1836,1
i,210.3333333,306.6666667,2294,3562.333333,0
e,254.3333333,436,2475,3253,0
E~,259,497.3333333,1255,2069.333333,1
e,224.6666667,429,2284,3214,0
o,232.3333333,379,924.6666667,2536,0
e,241.3333333,409,2441,3166.333333,0
E~,209,663,1366.333333,2517.666667,1
e,230,442.6666667,2296,3001.333333,0
o,228,362,981,2544,0
i,232.6666667,308.6666667,2552.333333,3702.333333,0
u,213.3333333,347,621.3333333,2426.333333,0
y,261.3333333,283,1867,2438.333333,0
y,248.6666667,271.3333333,2264.333333,2508.333333,0
E~,246,670,1374.666667,2316.333333,1
a~,239,464.3333333,946.3333333,2309.666667,1
O~,210.3333333,720.6666667,1890.333333,2888.333333,1
u,278.6666667,330,924,2705.333333,0
O~,229,396.3333333,1346,2500,1
y,209.3333333,264.3333333,2012.333333,2393.333333,0
o,248.6666667,397.6666667,926.3333333,2555.666667,0
a,237.6666667,779,1640,2811.666667,0
i,224.6666667,257.6666667,2304.666667,3581,0
i,241.3333333,353,2521.666667,3542,0
u,210.3333333,261,1368.333333,2525.333333,0
E~,231.3333333,662,1691.333333,2152.333333,1
y,196.3333333,356.3333333,2055.333333,2502,0
O~,234,375,933,2450,1
i,238.3333333,250.6666667,2319.666667,3704.666667,0
3,225,590.3333333,2122.666667,2940,0
O~,243,430,917.6666667,2272.333333,1
a~,234.3333333,565.3333333,1031.666667,2687.333333,1
y,280.3333333,300.3333333,2134.333333,2668,0
a,234,857.6666667,1763,2705.666667,0
e,240.6666667,437,2509.666667,3293,0
a~,237,473,973.3333333,2320,1
O~,212.6666667,714,1770.333333,3453,1
e,247,457.6666667,2436.666667,3203.666667,0
o,207,395.3333333,830.3333333,2530.333333,0
e,242,455.6666667,2339.333333,3251.333333,0
3,216.3333333,777.6666667,2056,2801.333333,0
2,247.3333333,425,1764.333333,2746.666667,0
e,226.6666667,414,2472.333333,3099.333333,0
3,233.6666667,780.6666667,2127,2819,0
a~,232.6666667,370.3333333,1155.666667,2593.666667,1
u,227,300.6666667,730,2507.333333,0
O~,252,427,990.3333333,2314,1
y,232.3333333,281.6666667,2196.333333,2510.333333,0
o,234,387.3333333,965,2539,0
E~,257.3333333,542,1240.666667,2502.333333,1
e,224.3333333,425.6666667,2448.666667,3279,0
3,247.6666667,708,2030.666667,2844.333333,0
E~,243,489.6666667,1319,2183.333333,1
2,230,409,1729.333333,2628.333333,0
9,202.6666667,677.3333333,1589.333333,2539.333333,0
u,255.6666667,314.6666667,670.3333333,2619.666667,0
3,207.6666667,518,2353.666667,3019,0
o,226,377.6666667,925.6666667,2518,0
y,232,334,1983.333333,2471,0
y,233.6666667,290.6666667,2029,2494.666667,0
3,246,705,2095,2925.333333,0
2,272,407.6666667,1729,2841.333333,0
o,228.6666667,368.6666667,892.6666667,2441.666667,0
9,233.6666667,704.3333333,1847,2783.333333,0
9,225.3333333,704,1705.666667,2632.666667,0
o,250.3333333,405.3333333,707.3333333,2530.333333,0
2,216.6666667,413.6666667,1850.333333,2516.666667,0
i,234,389,2568.666667,3551.666667,0
2,228.3333333,373.3333333,1670.333333,2653,0
a,195.6666667,841.6666667,1607,2622.666667,0
9,210.3333333,634.6666667,1815,2681.666667,0
a,202.6666667,769,1790.333333,2806.333333,0
a,224.3333333,901,1742.333333,2729.666667,0
O~,248.6666667,509.6666667,1386,2626.333333,1
E~,219.6666667,652.6666667,1311.666667,2212.333333,1
u,244,403.6666667,911.6666667,2708.666667,0
9,245.6666667,626,1851.333333,2639,0
a~,244.3333333,458,940.6666667,2343.333333,1
2,227.6666667,423.6666667,2044.333333,2556.666667,0
o,227,411.3333333,964.3333333,2622.666667,0
9,214.3333333,649,1719.333333,2749.333333,0
a~,225,483.3333333,909.3333333,2353.666667,1
u,270.3333333,282.3333333,816.3333333,2534.333333,0
O~,257.3333333,404.6666667,909.3333333,2286.333333,1
a~,254.6666667,481,975.3333333,2390,1
y,244.6666667,301.3333333,2141.333333,2407.666667,0
u,239.3333333,312.3333333,754.3333333,2519.666667,0
a,237.6666667,833,1706.333333,2726.666667,0
e,232.6666667,450.3333333,2434.666667,3104,0
E~,240.6666667,687.3333333,1415.666667,2147.333333,1
i,207.3333333,359.6666667,2171,3643.333333,0
a,221.3333333,849,1708.333333,2831.333333,0
E~,219.3333333,691.3333333,1383,2751,1
i,226.6666667,282,2550,4017.666667,0
a,147.6666667,597.3333333,1568.333333,2556.666667,0
y,149.6666667,346.3333333,1692,2462.666667,0
3,143,532.6666667,1766.333333,2492.666667,0
o,139.6666667,379.6666667,935.6666667,2670.666667,0
u,158.6666667,335.3333333,953,2585.333333,0
9,153.3333333,486.3333333,1619,2481.666667,0
2,150.6666667,393,1585.333333,2373.333333,0
9,141.6666667,543.6666667,1411.666667,2488,0
e,151.3333333,381,1884.333333,2626.333333,0
O~,152.3333333,672,992,2984.666667,1
i,145,307.6666667,2120.333333,2815.666667,0
E~,140.6666667,638,1360.666667,2612.333333,1
3,137.3333333,450.3333333,1811.333333,2680.333333,0
3,132.6666667,384,1918.666667,2605.333333,0
o,140.6666667,416,836,2696,0
y,143,370.6666667,1682.333333,2379.333333,0
3,157.3333333,458,1818.666667,2556.333333,0
9,143.3333333,521,1600.333333,2411,0
i,157,314.3333333,2100.333333,2879,0
O~,143.3333333,474,1057.333333,3019.666667,1
u,157.3333333,381.6666667,809.3333333,2683,0
a~,145,641.6666667,972.6666667,2864.666667,1
i,149.6666667,297.6666667,2091.333333,2849.666667,0
y,161,305.3333333,1972.666667,2510,0
a~,143,636.6666667,1028,2854.666667,1
2,142,376.3333333,1678,2376,0
a,147.3333333,614.6666667,1616.666667,2584,0
u,144.3333333,310.6666667,913,2471.666667,0
2,146,417.3333333,1471,2375,0
a~,143,757,993.3333333,2889,1
u,146.3333333,317.6666667,845.3333333,2487.333333,0
a~,143,643,1130.333333,2972.666667,1
a,147,598.6666667,1653.333333,2664.666667,0
a,138,582.6666667,1623,2574,0
e,146,374,2003.333333,2624.333333,0
2,149.3333333,377,1665.666667,2398.666667,0
2,149.3333333,365,1664,2403,0
9,147.3333333,531,1277,2403.666667,0
E~,148,680.3333333,1452,2768.666667,1
O~,152,659.6666667,1180,2918,1
3,149.6666667,532,1772.666667,2613.666667,0
i,142.6666667,311.3333333,2096.333333,2891,0
O~,144.6666667,458.3333333,1149.333333,1939.666667,1
9,141.6666667,489.6666667,1527,2463.666667,0
a~,141.6666667,651.3333333,1073.666667,2871,1
o,146,413.6666667,1127.333333,2648.666667,0
a,140.6666667,601,1485,2481,0
2,132,385,1573,2411.333333,0
3,144,499,1675,2673.333333,0
E~,141.3333333,837.3333333,1178.333333,2675,1
i,137.3333333,290,2099,2795.666667,0
e,145,346,1968.333333,2669,0
E~,145,671,1379.333333,2674,1
e,145,420.3333333,1865.666667,2669.666667,0
o,150,405,1269.666667,2347,0
e,152.6666667,377,1986.333333,2632.666667,0
E~,144.6666667,692,1323.666667,2709.666667,1
e,145.3333333,440,1835.333333,2487.666667,0
o,141.6666667,428.3333333,1290.666667,2596.333333,0
i,146.6666667,311,2050.333333,2914.333333,0
u,159.3333333,327.3333333,891.3333333,2560.333333,0
y,152.3333333,310.3333333,1896,2525,0
y,143.6666667,315,1768.666667,2317.333333,0
E~,147,606.6666667,1548,2776.666667,1
a~,138,721.3333333,1159.333333,2782,1
O~,142.6666667,671.3333333,1335,3291.333333,1
u,154.3333333,397.3333333,984.6666667,2828,0
O~,144,605,995.6666667,2980.333333,1
y,152.6666667,303.3333333,1737,2312,0
o,143.6666667,397.3333333,884.6666667,2687,0
a,145,515,1622,2648.333333,0
i,131.3333333,260,2172.666667,2999.333333,0
i,152.3333333,315.3333333,2065.666667,2849,0
u,145,406.6666667,1293,2944.333333,0
E~,144,569.6666667,1380,2794.333333,1
y,140.6666667,319,1765.333333,2436.666667,0
O~,144.6666667,546.3333333,977.6666667,3007,1
i,149.3333333,310,2013,2789,0
3,148.6666667,449,1765,2748.333333,0
O~,155,644,1118.666667,2845.666667,1
a~,138.3333333,732.6666667,1083.333333,2710.333333,1
y,152.6666667,302.3333333,1814,2359.666667,0
a,152.6666667,620.6666667,1567.333333,2603.666667,0
e,149,406,1910.666667,2651,0
a~,147,773.6666667,1206.333333,2930.666667,1
O~,146.6666667,528.3333333,1009,2359.333333,1
e,147,404.3333333,1886.333333,2632.666667,0
o,139.6666667,400.6666667,931,2647.666667,0
e,144,411,1949,2643.666667,0
3,141.3333333,573,1692.666667,2583,0
2,145.6666667,382.3333333,1567,2602.666667,0
e,143.3333333,414,1946.333333,2524.333333,0
3,150.6666667,509.3333333,1736.333333,2591.666667,0
a~,145,617,1057.666667,2403,1
u,144.3333333,365,958.6666667,2446.666667,0
O~,149.6666667,770.6666667,1286,2822.333333,1
y,163.6666667,294.3333333,1973.333333,2546.333333,0
o,136.6666667,394.3333333,1170,2610,0
E~,145.6666667,645.3333333,1292,2787.333333,1
e,115.6666667,361,2005.666667,2624,0
3,149.6666667,479,1748,2586.666667,0
E~,142.3333333,644.3333333,1402.666667,2666.333333,1
2,144.3333333,384,1652,2428.333333,0
9,136,548.6666667,1370,2446.666667,0
u,149,312.6666667,968.6666667,2682.666667,0
3,140.6666667,440.3333333,1828.666667,2629.666667,0
o,141,407.6666667,1109.666667,2470.333333,0
y,156,302,1918.333333,2572.333333,0
y,147,316,1605.333333,2397.333333,0
3,144.6666667,573.3333333,1679.333333,2503.333333,0
2,152,360,1691,2440,0
o,141,388.3333333,988.3333333,2674,0
9,137.3333333,506.6666667,1574.666667,2508.333333,0
9,143.6666667,558.6666667,1473.666667,2448,0
o,150.6666667,417.6666667,887.6666667,2651,0
2,145,392.6666667,1521.666667,2282.666667,0
i,153,331.6666667,1999,2690,0
2,148,424.6666667,1487,2271.666667,0
a,138.3333333,655.6666667,1432,2542.333333,0
9,145,469.6666667,1573,2467.666667,0
a,141.3333333,639.6666667,1445.333333,2534.333333,0
a,144,579.3333333,1571.666667,2384.333333,0
O~,150,484,1141.333333,2449.666667,1
E~,135.3333333,810.6666667,1128.666667,2702.666667,1
u,143,388,963,2708.666667,0
9,143.6666667,517,1589.333333,2419,0
a~,148.3333333,616,978,2816,1
2,150.6666667,398.3333333,1684.333333,2250,0
o,141.6666667,384.6666667,1085,2677,0
9,141.6666667,487.3333333,1598.333333,2393,0
a~,139,642,1000.666667,2697.666667,1
u,158,318,837,2557,0
O~,151.3333333,708.6666667,1134,2931,1
a~,153.6666667,602.3333333,1008.666667,2926.666667,1
y,147,312.6666667,1748,2403.333333,0
u,144.3333333,379.3333333,881.6666667,2641.666667,0
a,146.3333333,573.6666667,1569.666667,2589.666667,0
e,156.3333333,397,1908.666667,2568.333333,0
E~,144.6666667,631.3333333,1322,2722.333333,1
i,148,310.3333333,2199.666667,2882.666667,0
a,140.6666667,601.3333333,1692,2602,0
E~,141.3333333,662.3333333,1305,2734.666667,1
i,146.6666667,286.3333333,2219.333333,2995.666667,0
a,115,670.3333333,1351,2264,0
y,122.3333333,324.6666667,1722.333333,2230.333333,0
3,110,506.3333333,1605,2510.333333,0
o,118.6666667,547,1507.666667,3011,0
u,131,390,1637.333333,3123,0
9,115.6666667,491.6666667,1478.333333,2395.333333,0
2,102,420.3333333,1371.333333,2214.333333,0
9,146.3333333,502.6666667,1408.666667,2249.333333,0
e,111.6666667,353.6666667,1823.333333,2396.333333,0
O~,106,527.6666667,1622.333333,2294,1
i,120.6666667,270.3333333,2012.333333,2869.666667,0
E~,118,574,1333.666667,2155,1
3,125.6666667,418.3333333,1822,2461,0
3,171,404.6666667,1798.333333,2472.333333,0
o,128,477,1625.666667,3036,0
y,111.6666667,280.3333333,1720.333333,2182.333333,0
3,156.6666667,512,1586,2372,0
9,117.3333333,521.3333333,1484,2358.666667,0
i,111,250.6666667,2091.666667,2862.666667,0
O~,148,536.6666667,1411,2218.666667,1
u,132.6666667,448,1408,2638.333333,0
a~,130.3333333,593,1175.666667,2233.333333,1
i,106.3333333,234,2049,2860.333333,0
y,123.6666667,274.3333333,1748.333333,2668.666667,0
a~,117.3333333,633.6666667,1313.333333,2226.333333,1
2,125.6666667,396,1409.666667,2229.666667,0
a,115,630.6666667,1441.666667,2329.666667,0
u,158.6666667,318.6666667,1548.666667,2685.666667,0
2,121.3333333,405.3333333,1321.666667,2453,0
a~,115.3333333,664,1368.333333,2173,1
u,134.3333333,464.3333333,1810.666667,3377.333333,0
a~,127,617,1068.333333,1997.333333,1
a,123.6666667,595.3333333,1354.666667,2369.333333,0
a,118,672,1376.666667,2269.666667,0
e,139,387.6666667,1809.333333,2381,0
2,144.3333333,452.3333333,1538.666667,2261.666667,0
2,166.3333333,364,1488,2237.333333,0
9,113,557,1320.666667,2375.666667,0
E~,128,596,1239.333333,2180,1
O~,125,522,1397,2297.333333,1
3,113.3333333,447,1788.333333,2450.333333,0
i,112.6666667,268.3333333,1903.333333,2786,0
O~,119.6666667,489.6666667,1656,2243.666667,1
9,105.6666667,499.3333333,1429,2408.333333,0
a~,124.6666667,669.3333333,1279,2134.333333,1
o,110,414.3333333,911,2579.666667,0
a,109.3333333,617.3333333,1288.333333,2300.666667,0
2,138.3333333,423.3333333,1396,2269.333333,0
9,105,524.6666667,1436.333333,2283.333333,0
3,104.3333333,521.3333333,1685,2458.333333,0
E~,104.6666667,818,1477.333333,2211.333333,1
i,124.3333333,289.6666667,1855.333333,2753.666667,0
e,104,368.3333333,1839.333333,2616,0
E~,135.3333333,598,1183.666667,2210,1
e,116.3333333,391.6666667,1775.333333,2460,0
o,121,437.6666667,859.6666667,2448.333333,0
e,109.6666667,371.3333333,1850,2418.666667,0
E~,126.3333333,610.6666667,1185,2113,1
e,104.3333333,435.3333333,1722.666667,2488.333333,0
o,108.6666667,437,939.6666667,2677.666667,0
i,105,258.3333333,2027,2759.333333,0
u,110.6666667,478.3333333,1638.333333,3078,0
y,98.66666667,282.3333333,1845.333333,2532.666667,0
y,102,298.6666667,1781,2374,0
E~,125,611.6666667,1132,2146.333333,1
a~,113.6666667,586,1329.666667,2225.333333,1
O~,116.6666667,534.3333333,1619.333333,2251,1
u,152.3333333,458.6666667,970,2482.666667,0
O~,124.3333333,445.3333333,1443.333333,2300.666667,1
y,113,280.6666667,1749,2303.333333,0
o,131.3333333,402.6666667,761.3333333,2264.333333,0
a,102.3333333,573,1374.666667,2417,0
i,162.6666667,279.3333333,1815,2896.333333,0
i,115.6666667,314.6666667,1967.333333,2771.333333,0
u,116,480.6666667,2134,3542.333333,0
E~,108.6666667,708.6666667,1428,2238.666667,1
y,115,350.6666667,1623.666667,2427.666667,0
O~,120.6666667,446,1323.666667,2242.333333,1
i,128,263,1940.333333,2852.666667,0
3,123.3333333,425.3333333,1829.333333,2422.666667,0
O~,114,495.6666667,1618.333333,2507.666667,1
a~,152,700,1671.333333,2312.666667,1
y,112,319.6666667,1822,2632.666667,0
a,118,601,1414,2411,0
e,124,397.6666667,1800,2406.666667,0
a~,104,789,1660.333333,2381.666667,1
O~,125.3333333,480,1348,2035,1
e,132.3333333,387.3333333,1840.666667,2482.666667,0
o,122.6666667,447,698.3333333,2343.666667,0
e,115.3333333,406.3333333,1790,2433,0
3,110,456.6666667,1803.333333,2464,0
2,122.3333333,427,1441.333333,2299.666667,0
e,117,472.3333333,1761,2398,0
3,102,525.3333333,1647.666667,2468.333333,0
a~,170,657.6666667,1088.333333,2249.666667,1
u,132.3333333,390.3333333,657.6666667,2182,0
O~,116.6666667,539.6666667,1518.333333,2075.333333,1
y,115,287.6666667,1775.333333,2407,0
o,107.3333333,389.6666667,868,2377.666667,0
E~,115.3333333,585.3333333,1281,2129.333333,1
e,125,381,1788.333333,2451.666667,0
3,134,501,1523.333333,2340.666667,0
E~,119.3333333,619,1225.666667,2172.333333,1
2,170,422,1430.333333,2216.666667,0
9,91,519,1360,2372.666667,0
u,145.3333333,392,1064,2181,0
3,120.3333333,368.6666667,1801,2435.333333,0
o,107.6666667,394,750,2326.666667,0
y,122.3333333,302.3333333,1719,2363.333333,0
y,121,299.3333333,1724,2351,0
3,110.6666667,509.3333333,1524.666667,2390.666667,0
2,110.3333333,348.6666667,1435,2341.333333,0
o,145.6666667,444.6666667,795.3333333,2506.333333,0
9,166.6666667,521.3333333,1406,2393.333333,0
9,144.6666667,611.3333333,1360,2410,0
o,117.6666667,476.3333333,573.3333333,2584.333333,0
2,105,396,1308.333333,2283.333333,0
i,127,312.6666667,1861.333333,2727.333333,0
